filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
orj8.png,174468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[378,410],""all_points_y"":[106,40]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj8.png,174468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[462,511],""all_points_y"":[40,68]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj9.png,169836,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[271,349,430,511],""all_points_y"":[32,99,136,163]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj9.png,169836,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[172,225],""all_points_y"":[93,33]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj9.png,169836,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[23,179],""all_points_y"":[84,33]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj9.png,169836,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[0,139],""all_points_y"":[55,30]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj10.png,146308,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[1,198],""all_points_y"":[63,28]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj10.png,146308,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[1,239],""all_points_y"":[123,34]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj10.png,146308,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[301,216],""all_points_y"":[34,254]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj10.png,146308,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[356,511],""all_points_y"":[35,130]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj11.png,173667,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polyline"",""all_points_x"":[200,511],""all_points_y"":[39,231]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj11.png,173667,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polyline"",""all_points_x"":[27,126],""all_points_y"":[251,42]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj11.png,173667,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polyline"",""all_points_x"":[1,61],""all_points_y"":[63,39]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj12.png,169400,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[1,202],""all_points_y"":[86,44]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj12.png,169400,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[0,264],""all_points_y"":[160,50]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj12.png,169400,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[346,297],""all_points_y"":[53,253]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj12.png,169400,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[434,511],""all_points_y"":[53,95]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj13.png,172515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[0,136],""all_points_y"":[84,42]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj13.png,172515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[1,212],""all_points_y"":[251,46]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj13.png,172515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[294,494],""all_points_y"":[50,250]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj13.png,172515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[367,511],""all_points_y"":[46,95]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj14.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[509,293],""all_points_y"":[250,49]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj14.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[8,212],""all_points_y"":[251,51]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj14.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[1,125],""all_points_y"":[89,49]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj14.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[0,65],""all_points_y"":[54,43]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj15.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[509,294],""all_points_y"":[250,50]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj15.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[6,213],""all_points_y"":[253,51]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj15.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[1,128],""all_points_y"":[90,49]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj15.png,175460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[1,67],""all_points_y"":[55,42]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj16.png,172091,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[508,299],""all_points_y"":[248,57]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj16.png,172091,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[9,202],""all_points_y"":[246,60]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj16.png,172091,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[1,101],""all_points_y"":[89,57]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj16.png,172091,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[1,34,34],""all_points_y"":[55,48,43]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj17.png,139642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polyline"",""all_points_x"":[510,324],""all_points_y"":[210,31]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj17.png,139642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polyline"",""all_points_x"":[2,202],""all_points_y"":[254,39]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj17.png,139642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polyline"",""all_points_x"":[0,75],""all_points_y"":[64,37]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj18.png,160013,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[509,301],""all_points_y"":[250,57]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj18.png,160013,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[6,213],""all_points_y"":[248,57]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj18.png,160013,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[1,117],""all_points_y"":[92,56]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj18.png,160013,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[0,55],""all_points_y"":[58,48]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj19.png,158513,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[2,209],""all_points_y"":[252,52]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj19.png,158513,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[0,136],""all_points_y"":[89,48]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj19.png,158513,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[292,487],""all_points_y"":[54,253]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj19.png,158513,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[510,365],""all_points_y"":[100,51]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj20.png,155632,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polyline"",""all_points_x"":[1,88],""all_points_y"":[102,72]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj20.png,155632,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polyline"",""all_points_x"":[32,194],""all_points_y"":[255,83]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj20.png,155632,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polyline"",""all_points_x"":[324,509],""all_points_y"":[86,252]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj20.png,155632,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polyline"",""all_points_x"":[426,511],""all_points_y"":[75,104]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj21.png,168592,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polyline"",""all_points_x"":[38,161],""all_points_y"":[255,110]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj21.png,168592,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polyline"",""all_points_x"":[368,510],""all_points_y"":[113,236]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj22.png,166251,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polyline"",""all_points_x"":[461,205],""all_points_y"":[255,27]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj22.png,166251,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polyline"",""all_points_x"":[0,143],""all_points_y"":[174,30]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj22.png,166251,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polyline"",""all_points_x"":[1,76],""all_points_y"":[62,34]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj23.png,165468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polyline"",""all_points_x"":[509,272],""all_points_y"":[253,2]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj23.png,165468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polyline"",""all_points_x"":[1,194],""all_points_y"":[191,2]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj23.png,165468,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polyline"",""all_points_x"":[2,115],""all_points_y"":[40,4]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj24.png,158536,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polyline"",""all_points_x"":[510,307],""all_points_y"":[211,18]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj24.png,158536,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polyline"",""all_points_x"":[1,169],""all_points_y"":[205,28]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj24.png,158536,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polyline"",""all_points_x"":[0,32],""all_points_y"":[39,29]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj25.png,175571,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polyline"",""all_points_x"":[511,334],""all_points_y"":[237,79]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj25.png,175571,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polyline"",""all_points_x"":[26,186],""all_points_y"":[255,84]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj25.png,175571,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polyline"",""all_points_x"":[37,0],""all_points_y"":[80,91]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj26.png,195455,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""polyline"",""all_points_x"":[0,246],""all_points_y"":[219,27]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj26.png,195455,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""polyline"",""all_points_x"":[192,181,0],""all_points_y"":[25,49,127]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj26.png,195455,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""polyline"",""all_points_x"":[1,169],""all_points_y"":[64,32]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj26.png,195455,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""polyline"",""all_points_x"":[0,126],""all_points_y"":[35,23]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj26.png,195455,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""polyline"",""all_points_x"":[510,342],""all_points_y"":[84,36]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj26.png,195455,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""polyline"",""all_points_x"":[510,294],""all_points_y"":[224,28]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj27.png,187397,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,0,"{""name"":""polyline"",""all_points_x"":[1,247],""all_points_y"":[238,30]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
orj27.png,187397,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",5,1,"{""name"":""polyline"",""all_points_x"":[0,151,186],""all_points_y"":[135,66,29]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
